region,year,product,lge_per_100km
China,2018,Van/LCV,9.65
China,2019,All vehicles,7.2
China,2019,City car,4.85
China,2019,CNG,10.14
China,2019,Diesel,9.26
China,2019,Electric,1.61
China,2019,Hybrid,5.26
China,2019,Large car,7.27
China,2019,Large SUV/Pick-up,9.82
China,2019,LPG,5.13
China,2019,Medium car,6.5
China,2019,Petrol,7.44
China,2019,Plug-in,3.2
China,2019,Small SUV/Pick-up,7.6
China,2019,Van/LCV,9.22
France,2005,All vehicles,6.48
France,2005,City car,5.9
France,2005,Diesel,6.17
France,2005,Hybrid,4.95
France,2005,Large car,7.2
France,2005,Large SUV/Pick-up,10.21
France,2005,Medium car,6.45
France,2005,Petrol,7.32
France,2005,Small SUV/Pick-up,8.42
France,2005,Van/LCV,6.98
France,2008,All vehicles,6.01
France,2008,City car,5.57
France,2008,CNG,5.72
France,2008,Diesel,5.84
France,2008,Hybrid,4.97
France,2008,Large car,6.92
France,2008,Large SUV/Pick-up,10.04
France,2008,Medium car,6.07
France,2008,Petrol,6.7
France,2008,Small SUV/Pick-up,7.76
France,2008,Van/LCV,6.0
France,2010,All vehicles,5.96
France,2010,City car,5.42
France,2010,CNG,7.49
France,2010,Diesel,5.73
France,2010,Hybrid,5.24
France,2010,Large car,6.7
France,2010,Large SUV/Pick-up,9.65
France,2010,LPG,8.35
France,2010,Medium car,5.86
France,2010,Petrol,6.39
France,2010,Small SUV/Pick-up,6.8
France,2010,Van/LCV,7.07
France,2011,All vehicles,5.81
France,2011,City car,5.29
France,2011,CNG,8.15
France,2011,Diesel,5.62
France,2011,Hybrid,4.95
France,2011,Large car,6.35
France,2011,Large SUV/Pick-up,9.39
France,2011,LPG,7.51
France,2011,Medium car,5.57
France,2011,Petrol,6.38
France,2011,Small SUV/Pick-up,6.56
France,2011,Van/LCV,6.99
France,2012,All vehicles,5.62
France,2012,City car,5.09
France,2012,CNG,8.38
France,2012,Diesel,5.43
France,2012,Hybrid,4.98
France,2012,Large car,6.03
France,2012,Large SUV/Pick-up,9.14
France,2012,LPG,8.95
France,2012,Medium car,5.32
France,2012,Petrol,6.23
France,2012,Small SUV/Pick-up,6.34
France,2012,Van/LCV,6.88
France,2013,All vehicles,5.42
France,2013,City car,4.95
France,2013,CNG,7.69
France,2013,Diesel,5.24
France,2013,Hybrid,4.71
France,2013,Hydrogen,10.08
France,2013,Large car,5.86
France,2013,Large SUV/Pick-up,9.24
France,2013,LPG,9.15
France,2013,Medium car,5.1
France,2013,Petrol,5.96
France,2013,Small SUV/Pick-up,5.74
France,2013,Van/LCV,6.82
France,2014,All vehicles,5.33
France,2014,City car,4.85
France,2014,CNG,9.23
France,2014,Diesel,5.19
France,2014,Electric,1.46
France,2014,Hybrid,4.65
France,2014,Large car,5.62
France,2014,Large SUV/Pick-up,8.49
France,2014,LPG,7.28
France,2014,Medium car,4.97
France,2014,Petrol,5.78
France,2014,Plug-in,1.87
France,2014,Small SUV/Pick-up,5.44
France,2014,Van/LCV,6.71
France,2015,All vehicles,5.22
France,2015,City car,4.75
France,2015,CNG,9.04
France,2015,Diesel,5.07
France,2015,Electric,1.48
France,2015,Hybrid,4.29
France,2015,Large car,5.36
France,2015,Large SUV/Pick-up,8.14
France,2015,LPG,7.45
France,2015,Medium car,4.86
France,2015,Petrol,5.66
France,2015,Plug-in,1.65
France,2015,Small SUV/Pick-up,5.35
France,2015,Van/LCV,6.59
France,2016,All vehicles,5.22
France,2016,City car,4.76
France,2016,CNG,8.97
France,2016,Diesel,5.0
France,2016,Electric,1.83
France,2016,Hybrid,4.42
France,2016,Large car,5.3
France,2016,Large SUV/Pick-up,7.39
France,2016,LPG,6.66
France,2016,Medium car,4.88
France,2016,Petrol,5.71
France,2016,Plug-in,2.96
France,2016,Small SUV/Pick-up,5.34
France,2016,Van/LCV,6.47
France,2017,All vehicles,5.26
France,2017,City car,4.78
France,2017,CNG,9.95
France,2017,Diesel,5.04
France,2017,Electric,1.79
France,2017,Hybrid,4.43
France,2017,Large car,5.39
France,2017,Large SUV/Pick-up,7.42
France,2017,LPG,6.52
France,2017,Medium car,4.94
France,2017,Petrol,5.73
France,2017,Plug-in,2.87
France,2017,Small SUV/Pick-up,5.39
France,2017,Van/LCV,6.3
France,2018,All vehicles,5.4
France,2018,City car,4.94
France,2018,CNG,8.73
France,2018,Diesel,5.23
France,2018,Electric,1.8
France,2018,Hybrid,4.52
France,2018,Large car,5.6
France,2018,Large SUV/Pick-up,7.75
France,2018,LPG,6.6
France,2018,Medium car,5.11
France,2018,Petrol,5.77
France,2018,Plug-in,2.27
France,2018,Small SUV/Pick-up,5.5
France,2018,Van/LCV,6.32
France,2019,All vehicles,5.5
France,2019,City car,5.02
France,2019,CNG,8.82
France,2019,Diesel,5.35
France,2019,Electric,1.83
France,2019,Hybrid,4.73
France,2019,Large car,5.59
France,2019,Large SUV/Pick-up,7.5
France,2019,LPG,6.76
France,2019,Medium car,5.23
France,2019,Petrol,5.84
France,2019,Plug-in,2.31
France,2019,Small SUV/Pick-up,5.63
France,2019,Van/LCV,6.35
Germany,2005,All vehicles,7.44
Germany,2005,City car,6.7
Germany,2005,CNG,6.85
Germany,2005,Diesel,6.92
Germany,2005,Hybrid,4.96
Germany,2005,Large car,7.87
Germany,2005,Large SUV/Pick-up,10.55
Germany,2005,Medium car,7.25
Germany,2005,Petrol,7.86
Germany,2005,Small SUV/Pick-up,9.02
Germany,2005,Van/LCV,8.3
Germany,2008,All vehicles,7.28
Germany,2008,City car,6.5
Germany,2008,CNG,6.67
Germany,2008,Diesel,6.92
Germany,2008,Hybrid,4.97
Germany,2008,Large car,7.62
Germany,2008,Large SUV/Pick-up,10.44
Germany,2008,Medium car,7.13
Germany,2008,Petrol,7.58
Germany,2008,Small SUV/Pick-up,8.53
Germany,2008,Van/LCV,8.13
Germany,2010,All vehicles,7.08
Germany,2010,City car,6.21
Germany,2010,CNG,8.31
Germany,2010,Diesel,6.76
Germany,2010,Hybrid,5.62
Germany,2010,Large car,7.52
Germany,2010,Large SUV/Pick-up,9.92
Germany,2010,LPG,9.96
Germany,2010,Medium car,6.75
Germany,2010,Petrol,7.33
Germany,2010,Small SUV/Pick-up,7.79
Germany,2010,Van/LCV,8.24
Germany,2011,All vehicles,6.77
Germany,2011,City car,6.04
Germany,2011,CNG,8.59
Germany,2011,Diesel,6.45
Germany,2011,Electric,2.01
Germany,2011,Hybrid,5.16
Germany,2011,Large car,6.92
Germany,2011,Large SUV/Pick-up,9.43
Germany,2011,LPG,9.77
Germany,2011,Medium car,6.44
Germany,2011,Petrol,7.09
Germany,2011,Small SUV/Pick-up,7.38
Germany,2011,Van/LCV,7.99
Germany,2012,All vehicles,6.5
Germany,2012,City car,5.81
Germany,2012,CNG,7.69
Germany,2012,Diesel,6.2
Germany,2012,Electric,2.16
Germany,2012,Hybrid,4.83
Germany,2012,Large car,6.52
Germany,2012,Large SUV/Pick-up,9.04
Germany,2012,LPG,8.16
Germany,2012,Medium car,6.15
Germany,2012,Petrol,6.81
Germany,2012,Small SUV/Pick-up,7.12
Germany,2012,Van/LCV,7.82
Germany,2013,All vehicles,6.27
Germany,2013,City car,5.65
Germany,2013,CNG,5.46
Germany,2013,Diesel,6.03
Germany,2013,Electric,2.09
Germany,2013,Hybrid,4.53
Germany,2013,Large car,6.36
Germany,2013,Large SUV/Pick-up,9.02
Germany,2013,LPG,7.77
Germany,2013,Medium car,5.8
Germany,2013,Petrol,6.54
Germany,2013,Small SUV/Pick-up,6.83
Germany,2013,Van/LCV,7.7
Germany,2014,All vehicles,6.08
Germany,2014,City car,5.5
Germany,2014,CNG,7.28
Germany,2014,Diesel,5.83
Germany,2014,Electric,1.56
Germany,2014,Hybrid,4.37
Germany,2014,Large car,6.22
Germany,2014,Large SUV/Pick-up,8.64
Germany,2014,LPG,7.22
Germany,2014,Medium car,5.6
Germany,2014,Petrol,6.38
Germany,2014,Plug-in,1.8
Germany,2014,Small SUV/Pick-up,6.62
Germany,2014,Van/LCV,7.39
Germany,2015,All vehicles,5.91
Germany,2015,City car,5.29
Germany,2015,CNG,7.28
Germany,2015,Diesel,5.64
Germany,2015,Electric,1.62
Germany,2015,Hybrid,4.33
Germany,2015,Large car,6.01
Germany,2015,Large SUV/Pick-up,8.32
Germany,2015,LPG,7.22
Germany,2015,Medium car,5.46
Germany,2015,Petrol,6.23
Germany,2015,Plug-in,1.7
Germany,2015,Small SUV/Pick-up,6.34
Germany,2015,Van/LCV,7.25
Germany,2016,All vehicles,5.84
Germany,2016,City car,5.26
Germany,2016,CNG,6.67
Germany,2016,Diesel,5.53
Germany,2016,Electric,1.79
Germany,2016,Hybrid,4.36
Germany,2016,Large car,5.91
Germany,2016,Large SUV/Pick-up,7.85
Germany,2016,LPG,6.27
Germany,2016,Medium car,5.43
Germany,2016,Petrol,6.21
Germany,2016,Plug-in,2.89
Germany,2016,Small SUV/Pick-up,6.2
Germany,2016,Van/LCV,6.99
Germany,2017,All vehicles,5.93
Germany,2017,City car,5.21
Germany,2017,CNG,6.72
Germany,2017,Diesel,5.61
Germany,2017,Electric,1.72
Germany,2017,Hybrid,4.36
Germany,2017,Large car,6.13
Germany,2017,Large SUV/Pick-up,7.9
Germany,2017,LPG,6.5
Germany,2017,Medium car,5.56
Germany,2017,Petrol,6.3
Germany,2017,Plug-in,2.78
Germany,2017,Small SUV/Pick-up,6.28
Germany,2017,Van/LCV,6.85
Germany,2018,All vehicles,6.14
Germany,2018,City car,5.31
Germany,2018,CNG,6.94
Germany,2018,Diesel,5.66
Germany,2018,Electric,1.88
Germany,2018,Hybrid,4.43
Germany,2018,Large car,6.52
Germany,2018,Large SUV/Pick-up,8.59
Germany,2018,LPG,6.52
Germany,2018,Medium car,5.89
Germany,2018,Petrol,6.54
Germany,2018,Plug-in,2.16
Germany,2018,Small SUV/Pick-up,6.57
Germany,2018,Van/LCV,5.85
Germany,2019,All vehicles,6.23
Germany,2019,City car,5.36
Germany,2019,CNG,6.02
Germany,2019,Diesel,5.82
Germany,2019,Electric,1.91
Germany,2019,Hybrid,4.5
Germany,2019,Large car,6.51
Germany,2019,Large SUV/Pick-up,8.69
Germany,2019,LPG,6.97
Germany,2019,Medium car,6.08
Germany,2019,Petrol,6.69
Germany,2019,Plug-in,2.17
Germany,2019,Small SUV/Pick-up,6.57
Germany,2019,Van/LCV,5.81
India,2005,All vehicles,6.85
India,2005,City car,6.44
India,2005,Large car,8.07
India,2005,Large SUV/Pick-up,8.7
India,2005,Medium car,7.15
India,2005,Small SUV/Pick-up,9.12
India,2005,Van/LCV,7.8
India,2008,All vehicles,6.36
India,2008,City car,6.12
India,2008,Diesel,6.32
India,2008,Hybrid,5.13
India,2008,Large car,7.7
India,2008,Large SUV/Pick-up,8.03
India,2008,Medium car,6.85
India,2008,Petrol,6.34
India,2008,Small SUV/Pick-up,8.74
India,2008,Van/LCV,5.28
India,2010,All vehicles,6.5
India,2010,City car,6.08
India,2010,CNG,6.63
India,2010,Diesel,6.4
India,2010,Hybrid,4.84
India,2010,Large car,8.33
India,2010,Large SUV/Pick-up,8.4
India,2010,Medium car,6.91
India,2010,Petrol,6.44
India,2010,Small SUV/Pick-up,8.96
India,2010,Van/LCV,6.66
India,2011,All vehicles,6.28
India,2011,City car,5.82
India,2011,Diesel,6.25
India,2011,Hybrid,6.91
India,2011,Large car,7.78
India,2011,Large SUV/Pick-up,8.12
India,2011,Medium car,6.65
India,2011,Petrol,6.27
India,2011,Small SUV/Pick-up,8.65
India,2011,Van/LCV,6.39
India,2012,All vehicles,6.04
India,2012,City car,5.47
India,2012,CNG,5.86
India,2012,Diesel,6.05
India,2012,Hybrid,7.19
India,2012,Large car,8.6
India,2012,Large SUV/Pick-up,8.31
India,2012,Medium car,5.83
India,2012,Petrol,5.98
India,2012,Small SUV/Pick-up,7.7
India,2012,Van/LCV,6.11
India,2013,All vehicles,6.11
India,2013,City car,5.48
India,2013,CNG,6.06
India,2013,Diesel,5.98
India,2013,Hybrid,9.06
India,2013,Large car,8.6
India,2013,Large SUV/Pick-up,8.64
India,2013,Medium car,5.9
India,2013,Petrol,6.05
India,2013,Small SUV/Pick-up,7.21
India,2013,Van/LCV,6.05
India,2014,All vehicles,5.91
India,2014,City car,5.38
India,2014,CNG,6.23
India,2014,Diesel,5.75
India,2014,Hybrid,9.28
India,2014,Large car,8.47
India,2014,Large SUV/Pick-up,8.29
India,2014,Medium car,6.02
India,2014,Petrol,5.75
India,2014,Small SUV/Pick-up,6.36
India,2014,Van/LCV,5.56
India,2015,All vehicles,5.82
India,2015,City car,5.26
India,2015,CNG,6.02
India,2015,Diesel,5.67
India,2015,Electric,4.3
India,2015,Hybrid,9.41
India,2015,Large car,8.78
India,2015,Large SUV/Pick-up,8.3
India,2015,Medium car,6.12
India,2015,Petrol,5.68
India,2015,Small SUV/Pick-up,6.75
India,2015,Van/LCV,5.56
India,2016,All vehicles,5.65
India,2016,City car,5.23
India,2016,CNG,5.93
India,2016,Diesel,5.76
India,2016,Hybrid,9.38
India,2016,Large car,7.9
India,2016,Large SUV/Pick-up,8.01
India,2016,Medium car,6.23
India,2016,Petrol,5.56
India,2016,Plug-in,2.37
India,2016,Small SUV/Pick-up,5.76
India,2016,Van/LCV,5.55
India,2017,All vehicles,5.6
India,2017,City car,5.16
India,2017,CNG,5.47
India,2017,Diesel,5.74
India,2017,Electric,1.8
India,2017,Hybrid,9.33
India,2017,Large car,7.34
India,2017,Large SUV/Pick-up,7.96
India,2017,Medium car,5.96
India,2017,Petrol,5.48
India,2017,Plug-in,2.37
India,2017,Small SUV/Pick-up,5.65
India,2017,Van/LCV,5.4
India,2018,All vehicles,5.63
India,2018,City car,5.16
India,2018,CNG,4.68
India,2018,Diesel,5.75
India,2018,Electric,2.28
India,2018,Hybrid,9.47
India,2018,Large car,8.19
India,2018,Large SUV/Pick-up,8.6
India,2018,Medium car,5.58
India,2018,Petrol,5.52
India,2018,Plug-in,2.35
India,2018,Small SUV/Pick-up,5.77
India,2018,Van/LCV,5.89
India,2019,All vehicles,5.69
India,2019,City car,5.23
India,2019,CNG,4.73
India,2019,Diesel,5.94
India,2019,Electric,1.84
India,2019,Hybrid,9.48
India,2019,Large car,8.23
India,2019,Large SUV/Pick-up,8.58
India,2019,Medium car,5.21
India,2019,Petrol,5.51
India,2019,Plug-in,2.21
India,2019,Small SUV/Pick-up,5.85
India,2019,Van/LCV,5.73
Italy,2005,All vehicles,6.33
Italy,2005,City car,5.93
Italy,2005,Diesel,6.03
Italy,2005,Hybrid,4.95
Italy,2005,Large car,7.3
Italy,2005,Large SUV/Pick-up,10.4
Italy,2005,Medium car,6.24
Italy,2005,Petrol,6.8
Italy,2005,Small SUV/Pick-up,8.51
Italy,2005,Van/LCV,7.11
Italy,2008,All vehicles,6.36
Italy,2008,City car,5.94
Italy,2008,CNG,6.21
Italy,2008,Diesel,6.09
Italy,2008,Hybrid,4.97
Italy,2008,Large car,7.21
Italy,2008,Large SUV/Pick-up,10.15
Italy,2008,Medium car,6.36
Italy,2008,Petrol,6.63
Italy,2008,Small SUV/Pick-up,8.05
Italy,2008,Van/LCV,6.13
Italy,2010,All vehicles,6.43
Italy,2010,City car,6.06
Italy,2010,CNG,9.66
Italy,2010,Diesel,5.98
Italy,2010,Hybrid,5.38
Italy,2010,Large car,7.13
Italy,2010,Large SUV/Pick-up,9.91
Italy,2010,LPG,7.62
Italy,2010,Medium car,6.2
Italy,2010,Petrol,6.44
Italy,2010,Small SUV/Pick-up,7.4
Italy,2010,Van/LCV,7.21
Italy,2011,All vehicles,5.97
Italy,2011,City car,5.57
Italy,2011,CNG,8.7
Italy,2011,Diesel,5.69
Italy,2011,Electric,2.01
Italy,2011,Hybrid,5.11
Italy,2011,Large car,6.56
Italy,2011,Large SUV/Pick-up,9.33
Italy,2011,LPG,8.18
Italy,2011,Medium car,5.66
Italy,2011,Petrol,6.2
Italy,2011,Small SUV/Pick-up,6.84
Italy,2011,Van/LCV,6.91
Italy,2012,All vehicles,5.93
Italy,2012,City car,5.66
Italy,2012,CNG,5.46
Italy,2012,Diesel,5.51
Italy,2012,Electric,2.12
Italy,2012,Hybrid,4.7
Italy,2012,Large car,6.02
Italy,2012,Large SUV/Pick-up,9.0
Italy,2012,LPG,8.21
Italy,2012,Medium car,5.65
Italy,2012,Petrol,6.03
Italy,2012,Plug-in,2.37
Italy,2012,Small SUV/Pick-up,6.7
Italy,2012,Van/LCV,6.65
Italy,2013,All vehicles,5.72
Italy,2013,City car,5.51
Italy,2013,CNG,5.67
Italy,2013,Diesel,5.28
Italy,2013,Electric,2.07
Italy,2013,Hybrid,4.28
Italy,2013,Large car,5.95
Italy,2013,Large SUV/Pick-up,8.75
Italy,2013,LPG,8.21
Italy,2013,Medium car,5.33
Italy,2013,Petrol,5.89
Italy,2013,Plug-in,5.86
Italy,2013,Small SUV/Pick-up,6.31
Italy,2013,Van/LCV,6.56
Italy,2014,All vehicles,5.56
Italy,2014,City car,5.38
Italy,2014,CNG,7.39
Italy,2014,Diesel,5.18
Italy,2014,Electric,1.55
Italy,2014,Hybrid,4.11
Italy,2014,Large car,5.78
Italy,2014,Large SUV/Pick-up,7.94
Italy,2014,LPG,6.54
Italy,2014,Medium car,5.1
Italy,2014,Petrol,5.78
Italy,2014,Plug-in,1.92
Italy,2014,Small SUV/Pick-up,5.83
Italy,2014,Van/LCV,6.76
Italy,2015,All vehicles,5.42
Italy,2015,City car,5.27
Italy,2015,CNG,7.57
Italy,2015,Diesel,5.04
Italy,2015,Electric,1.59
Italy,2015,Hybrid,4.12
Italy,2015,Large car,5.53
Italy,2015,Large SUV/Pick-up,7.45
Italy,2015,LPG,6.49
Italy,2015,Medium car,4.96
Italy,2015,Petrol,5.72
Italy,2015,Plug-in,1.71
Italy,2015,Small SUV/Pick-up,5.54
Italy,2015,Van/LCV,6.76
Italy,2016,All vehicles,5.23
Italy,2016,City car,5.11
Italy,2016,CNG,5.91
Italy,2016,Diesel,4.89
Italy,2016,Electric,1.92
Italy,2016,Hybrid,4.27
Italy,2016,Large car,5.31
Italy,2016,Large SUV/Pick-up,7.2
Italy,2016,LPG,6.24
Italy,2016,Medium car,4.77
Italy,2016,Petrol,5.75
Italy,2016,Plug-in,2.82
Italy,2016,Small SUV/Pick-up,5.31
Italy,2016,Van/LCV,6.3
Italy,2017,All vehicles,5.19
Italy,2017,City car,5.07
Italy,2017,CNG,5.61
Italy,2017,Diesel,4.83
Italy,2017,Electric,1.87
Italy,2017,Hybrid,4.33
Italy,2017,Large car,5.36
Italy,2017,Large SUV/Pick-up,7.16
Italy,2017,LPG,6.26
Italy,2017,Medium car,4.71
Italy,2017,Petrol,5.75
Italy,2017,Plug-in,2.74
Italy,2017,Small SUV/Pick-up,5.26
Italy,2017,Van/LCV,6.23
Italy,2018,All vehicles,5.45
Italy,2018,City car,5.35
Italy,2018,CNG,6.78
Italy,2018,Diesel,5.01
Italy,2018,Electric,1.96
Italy,2018,Hybrid,4.62
Italy,2018,Large car,5.74
Italy,2018,Large SUV/Pick-up,8.11
Italy,2018,LPG,6.32
Italy,2018,Medium car,4.98
Italy,2018,Petrol,6.01
Italy,2018,Plug-in,2.37
Italy,2018,Small SUV/Pick-up,5.59
Italy,2018,Van/LCV,5.7
Italy,2019,All vehicles,5.72
Italy,2019,City car,5.56
Italy,2019,CNG,7.34
Italy,2019,Diesel,5.24
Italy,2019,Electric,1.87
Italy,2019,Hybrid,4.67
Italy,2019,Large car,5.84
Italy,2019,Large SUV/Pick-up,8.23
Italy,2019,LPG,6.49
Italy,2019,Medium car,5.24
Italy,2019,Petrol,6.13
Italy,2019,Plug-in,2.51
Italy,2019,Small SUV/Pick-up,5.92
Italy,2019,Van/LCV,5.77
Japan,2005,All vehicles,7.72
Japan,2005,City car,6.29
Japan,2005,Hybrid,3.55
Japan,2005,Large car,9.96
Japan,2005,Large SUV/Pick-up,12.0
Japan,2005,Medium car,7.3
Japan,2005,Petrol,7.54
Japan,2005,Small SUV/Pick-up,8.15
Japan,2005,Van/LCV,8.74
Japan,2008,All vehicles,7.03
Japan,2008,City car,5.88
Japan,2008,CNG,6.73
Japan,2008,Hybrid,4.14
Japan,2008,Large car,9.65
Japan,2008,Large SUV/Pick-up,14.49
Japan,2008,Medium car,6.83
Japan,2008,Petrol,7.1
Japan,2008,Small SUV/Pick-up,8.82
Japan,2008,Van/LCV,7.3
Japan,2010,All vehicles,7.04
Japan,2010,City car,6.19
Japan,2010,Hybrid,4.3
Japan,2010,Large car,9.42
Japan,2010,Large SUV/Pick-up,11.53
Japan,2010,Medium car,5.89
Japan,2010,Petrol,7.27
Japan,2010,Small SUV/Pick-up,8.84
Japan,2010,Van/LCV,8.08
Japan,2011,All vehicles,6.83
Japan,2011,City car,5.97
Japan,2011,Electric,2.01
Japan,2011,Hybrid,4.5
Japan,2011,Large car,9.46
Japan,2011,Large SUV/Pick-up,11.65
Japan,2011,Medium car,5.78
Japan,2011,Petrol,7.06
Japan,2011,Small SUV/Pick-up,8.58
Japan,2011,Van/LCV,8.2
Japan,2012,All vehicles,6.35
Japan,2012,City car,5.43
Japan,2012,Diesel,6.47
Japan,2012,Electric,2.01
Japan,2012,Hybrid,4.58
Japan,2012,Large car,8.99
Japan,2012,Large SUV/Pick-up,10.79
Japan,2012,Medium car,5.66
Japan,2012,Petrol,6.65
Japan,2012,Plug-in,3.76
Japan,2012,Small SUV/Pick-up,8.1
Japan,2012,Van/LCV,8.08
Japan,2013,All vehicles,6.15
Japan,2013,City car,5.17
Japan,2013,Diesel,6.46
Japan,2013,Electric,2.01
Japan,2013,Hybrid,4.9
Japan,2013,Large car,8.45
Japan,2013,Large SUV/Pick-up,10.83
Japan,2013,Medium car,5.76
Japan,2013,Petrol,6.3
Japan,2013,Plug-in,3.76
Japan,2013,Small SUV/Pick-up,8.0
Japan,2013,Van/LCV,8.09
Japan,2014,All vehicles,5.85
Japan,2014,City car,4.6
Japan,2014,Diesel,6.97
Japan,2014,Electric,1.58
Japan,2014,Hybrid,4.68
Japan,2014,Large car,8.27
Japan,2014,Large SUV/Pick-up,8.91
Japan,2014,Medium car,6.01
Japan,2014,Petrol,5.95
Japan,2014,Plug-in,1.92
Japan,2014,Small SUV/Pick-up,6.88
Japan,2014,Van/LCV,8.45
Japan,2015,All vehicles,6.17
Japan,2015,City car,4.74
Japan,2015,Diesel,5.94
Japan,2015,Electric,1.84
Japan,2015,Hybrid,4.29
Japan,2015,Large car,8.56
Japan,2015,Large SUV/Pick-up,9.21
Japan,2015,Medium car,6.2
Japan,2015,Petrol,6.21
Japan,2015,Plug-in,2.32
Japan,2015,Small SUV/Pick-up,6.98
Japan,2015,Van/LCV,8.73
Japan,2016,All vehicles,5.65
Japan,2016,City car,4.46
Japan,2016,Diesel,5.93
Japan,2016,Electric,1.81
Japan,2016,Hybrid,4.39
Japan,2016,Hydrogen,4.02
Japan,2016,Large car,7.95
Japan,2016,Large SUV/Pick-up,8.73
Japan,2016,Medium car,4.75
Japan,2016,Petrol,5.6
Japan,2016,Plug-in,2.08
Japan,2016,Small SUV/Pick-up,5.24
Japan,2016,Van/LCV,8.14
Japan,2017,All vehicles,5.59
Japan,2017,City car,4.46
Japan,2017,Diesel,6.08
Japan,2017,Electric,1.81
Japan,2017,Hybrid,4.52
Japan,2017,Hydrogen,4.03
Japan,2017,Large car,7.96
Japan,2017,Large SUV/Pick-up,7.6
Japan,2017,Medium car,4.93
Japan,2017,Petrol,5.51
Japan,2017,Plug-in,2.3
Japan,2017,Small SUV/Pick-up,5.28
Japan,2017,Van/LCV,8.11
Japan,2018,All vehicles,5.55
Japan,2018,City car,4.5
Japan,2018,Diesel,5.74
Japan,2018,Electric,2.44
Japan,2018,Hybrid,4.79
Japan,2018,Large car,7.89
Japan,2018,Large SUV/Pick-up,8.2
Japan,2018,Medium car,4.6
Japan,2018,Petrol,5.53
Japan,2018,Plug-in,1.72
Japan,2018,Small SUV/Pick-up,6.06
Japan,2018,Van/LCV,8.73
Japan,2019,All vehicles,5.46
Japan,2019,City car,4.44
Japan,2019,Diesel,5.67
Japan,2019,Electric,2.38
Japan,2019,Hybrid,4.71
Japan,2019,Large car,7.7
Japan,2019,Large SUV/Pick-up,8.1
Japan,2019,Medium car,4.4
Japan,2019,Petrol,5.41
Japan,2019,Plug-in,1.68
Japan,2019,Small SUV/Pick-up,5.97
Japan,2019,Van/LCV,8.56
