region,year,product,lge_per_100km
Malaysia,2005,All vehicles,8.17
Malaysia,2005,City car,6.96
Malaysia,2005,Diesel,8.79
Malaysia,2005,Large SUV/Pick-up,9.11
Malaysia,2005,Medium car,7.88
Malaysia,2005,Petrol,8.15
Malaysia,2005,Small SUV/Pick-up,9.67
Malaysia,2005,Van/LCV,11.4
Malaysia,2008,All vehicles,8.35
Malaysia,2008,City car,7.96
Malaysia,2008,Diesel,9.51
Malaysia,2008,Hybrid,5.08
Malaysia,2008,Large SUV/Pick-up,9.63
Malaysia,2008,Medium car,7.8
Malaysia,2008,Petrol,8.27
Malaysia,2008,Small SUV/Pick-up,9.36
Malaysia,2008,Van/LCV,10.75
Malaysia,2010,All vehicles,7.92
Malaysia,2010,City car,7.45
Malaysia,2010,Diesel,9.59
Malaysia,2010,Hybrid,4.77
Malaysia,2010,Large SUV/Pick-up,9.8
Malaysia,2010,Medium car,7.73
Malaysia,2010,Petrol,7.78
Malaysia,2010,Small SUV/Pick-up,9.44
Malaysia,2010,Van/LCV,9.88
Malaysia,2011,All vehicles,7.97
Malaysia,2011,City car,7.44
Malaysia,2011,Diesel,9.66
Malaysia,2011,Hybrid,4.76
Malaysia,2011,Large SUV/Pick-up,9.93
Malaysia,2011,Medium car,7.69
Malaysia,2011,Petrol,7.84
Malaysia,2011,Small SUV/Pick-up,9.35
Malaysia,2011,Van/LCV,9.85
Malaysia,2012,All vehicles,7.79
Malaysia,2012,City car,7.46
Malaysia,2012,Diesel,8.74
Malaysia,2012,Hybrid,4.88
Malaysia,2012,Large SUV/Pick-up,8.7
Malaysia,2012,Medium car,7.78
Malaysia,2012,Petrol,7.76
Malaysia,2012,Small SUV/Pick-up,8.63
Malaysia,2012,Van/LCV,9.87
Malaysia,2013,All vehicles,7.74
Malaysia,2013,City car,7.39
Malaysia,2013,Diesel,8.77
Malaysia,2013,Hybrid,4.7
Malaysia,2013,Large SUV/Pick-up,8.73
Malaysia,2013,Medium car,7.76
Malaysia,2013,Petrol,7.69
Malaysia,2013,Small SUV/Pick-up,8.42
Malaysia,2013,Van/LCV,9.78
Malaysia,2014,All vehicles,7.76
Malaysia,2014,City car,7.36
Malaysia,2014,Diesel,8.96
Malaysia,2014,Hybrid,5.98
Malaysia,2014,Large SUV/Pick-up,8.92
Malaysia,2014,Medium car,7.65
Malaysia,2014,Petrol,7.65
Malaysia,2014,Small SUV/Pick-up,8.61
Malaysia,2014,Van/LCV,9.8
Malaysia,2015,All vehicles,7.59
Malaysia,2015,City car,6.74
Malaysia,2015,Medium car,7.51
Malaysia,2015,Small SUV/Pick-up,8.13
Malaysia,2015,Van/LCV,10.81
Malaysia,2016,All vehicles,7.05
Malaysia,2016,City car,6.15
Malaysia,2016,Large SUV/Pick-up,9.14
Malaysia,2016,Medium car,7.25
Malaysia,2016,Small SUV/Pick-up,8.39
Malaysia,2016,Van/LCV,10.59
Malaysia,2017,All vehicles,7.06
Malaysia,2017,City car,6.09
Malaysia,2017,Large SUV/Pick-up,9.27
Malaysia,2017,Medium car,7.21
Malaysia,2017,Small SUV/Pick-up,8.11
Malaysia,2017,Van/LCV,10.57
Malaysia,2018,All vehicles,7.12
Malaysia,2018,City car,6.63
Malaysia,2018,Diesel,9.95
Malaysia,2018,Electric,1.82
Malaysia,2018,Hybrid,7.96
Malaysia,2018,Large SUV/Pick-up,9.88
Malaysia,2018,Medium car,7.3
Malaysia,2018,Petrol,6.83
Malaysia,2018,Plug-in,4.98
Malaysia,2018,Small SUV/Pick-up,7.5
Malaysia,2018,Van/LCV,10.72
Malaysia,2019,All vehicles,7.1
Malaysia,2019,City car,6.5
Malaysia,2019,Diesel,10.3
Malaysia,2019,Electric,1.68
Malaysia,2019,Hybrid,7.6
Malaysia,2019,Large SUV/Pick-up,9.97
Malaysia,2019,Medium car,7.17
Malaysia,2019,Petrol,6.9
Malaysia,2019,Plug-in,4.78
Malaysia,2019,Small SUV/Pick-up,7.66
Malaysia,2019,Van/LCV,10.72
Mexico,2005,All vehicles,9.08
Mexico,2005,City car,7.63
Mexico,2005,Large car,9.99
Mexico,2005,Large SUV/Pick-up,14.01
Mexico,2005,Medium car,8.01
Mexico,2005,Petrol,8.49
Mexico,2005,Small SUV/Pick-up,9.54
Mexico,2005,Van/LCV,11.92
Mexico,2008,All vehicles,9.43
Mexico,2008,City car,7.99
Mexico,2008,Large car,10.3
Mexico,2008,Large SUV/Pick-up,12.08
Mexico,2008,Medium car,8.24
Mexico,2008,Petrol,9.53
Mexico,2008,Small SUV/Pick-up,10.36
Mexico,2008,Van/LCV,12.83
Mexico,2010,All vehicles,9.52
Mexico,2010,City car,8.18
Mexico,2010,Hybrid,3.76
Mexico,2010,Large car,9.86
Mexico,2010,Large SUV/Pick-up,13.3
Mexico,2010,Medium car,8.42
Mexico,2010,Petrol,8.44
Mexico,2010,Small SUV/Pick-up,9.76
Mexico,2010,Van/LCV,14.52
Mexico,2011,All vehicles,9.35
Mexico,2011,City car,7.91
Mexico,2011,Hybrid,3.76
Mexico,2011,Large car,10.0
Mexico,2011,Large SUV/Pick-up,13.47
Mexico,2011,Medium car,8.47
Mexico,2011,Petrol,8.39
Mexico,2011,Small SUV/Pick-up,9.77
Mexico,2011,Van/LCV,13.95
Mexico,2012,All vehicles,8.73
Mexico,2012,City car,6.86
Mexico,2012,Hybrid,3.81
Mexico,2012,Large car,9.47
Mexico,2012,Large SUV/Pick-up,12.4
Mexico,2012,Medium car,8.0
Mexico,2012,Petrol,7.53
Mexico,2012,Small SUV/Pick-up,9.51
Mexico,2012,Van/LCV,11.36
Mexico,2013,All vehicles,8.58
Mexico,2013,City car,6.82
Mexico,2013,Hybrid,3.76
Mexico,2013,Large car,9.44
Mexico,2013,Large SUV/Pick-up,12.19
Mexico,2013,Medium car,7.73
Mexico,2013,Petrol,7.44
Mexico,2013,Small SUV/Pick-up,9.2
Mexico,2013,Van/LCV,11.59
Mexico,2014,All vehicles,7.68
Mexico,2014,City car,6.32
Mexico,2014,Electric,1.37
Mexico,2014,Hybrid,5.05
Mexico,2014,Large car,8.48
Mexico,2014,Large SUV/Pick-up,11.2
Mexico,2014,Medium car,6.84
Mexico,2014,Petrol,6.67
Mexico,2014,Small SUV/Pick-up,8.51
Mexico,2014,Van/LCV,11.34
Mexico,2015,All vehicles,7.54
Mexico,2015,City car,6.32
Mexico,2015,Electric,1.43
Mexico,2015,Hybrid,4.76
Mexico,2015,Large car,8.39
Mexico,2015,Large SUV/Pick-up,11.31
Mexico,2015,Medium car,6.68
Mexico,2015,Petrol,6.59
Mexico,2015,Small SUV/Pick-up,8.26
Mexico,2015,Van/LCV,11.36
Mexico,2016,All vehicles,7.61
Mexico,2016,City car,6.41
Mexico,2016,Electric,1.86
Mexico,2016,Hybrid,4.17
Mexico,2016,Large car,8.44
Mexico,2016,Large SUV/Pick-up,12.08
Mexico,2016,Medium car,6.74
Mexico,2016,Petrol,6.67
Mexico,2016,Small SUV/Pick-up,8.11
Mexico,2016,Van/LCV,10.92
Mexico,2017,All vehicles,7.57
Mexico,2017,City car,6.35
Mexico,2017,Electric,1.8
Mexico,2017,Hybrid,3.87
Mexico,2017,Large car,8.65
Mexico,2017,Large SUV/Pick-up,12.03
Mexico,2017,Medium car,6.64
Mexico,2017,Petrol,6.6
Mexico,2017,Small SUV/Pick-up,8.06
Mexico,2017,Van/LCV,10.7
Mexico,2018,All vehicles,7.55
Mexico,2018,City car,6.51
Mexico,2018,Electric,1.75
Mexico,2018,Hybrid,4.54
Mexico,2018,Large car,8.4
Mexico,2018,Large SUV/Pick-up,10.83
Mexico,2018,Medium car,6.66
Mexico,2018,Petrol,6.69
Mexico,2018,Small SUV/Pick-up,8.25
Mexico,2018,Van/LCV,8.76
Mexico,2019,All vehicles,7.58
Mexico,2019,City car,6.51
Mexico,2019,Electric,1.83
Mexico,2019,Hybrid,4.48
Mexico,2019,Large car,8.45
Mexico,2019,Large SUV/Pick-up,10.72
Mexico,2019,Medium car,6.72
Mexico,2019,Petrol,6.7
Mexico,2019,Small SUV/Pick-up,8.22
Mexico,2019,Van/LCV,8.24
Peru,2012,All vehicles,8.29
Peru,2012,City car,6.58
Peru,2012,Large car,7.94
Peru,2012,Large SUV/Pick-up,11.23
Peru,2012,Medium car,7.21
Peru,2012,Small SUV/Pick-up,9.03
Peru,2012,Van/LCV,10.59
Peru,2013,All vehicles,8.23
Peru,2013,City car,6.54
Peru,2013,Large car,7.99
Peru,2013,Large SUV/Pick-up,10.87
Peru,2013,Medium car,7.18
Peru,2013,Small SUV/Pick-up,9.02
Peru,2013,Van/LCV,10.43
Peru,2014,All vehicles,8.18
Peru,2014,City car,7.1
Peru,2014,Large car,7.74
Peru,2014,Large SUV/Pick-up,10.09
Peru,2014,Medium car,7.38
Peru,2014,Small SUV/Pick-up,9.15
Peru,2014,Van/LCV,10.51
Peru,2015,All vehicles,8.22
Peru,2015,City car,7.17
Peru,2015,Large car,7.84
Peru,2015,Large SUV/Pick-up,9.96
Peru,2015,Medium car,7.4
Peru,2015,Small SUV/Pick-up,9.06
Peru,2015,Van/LCV,10.22
Peru,2016,All vehicles,8.02
Peru,2016,City car,6.94
Peru,2016,Large car,7.57
Peru,2016,Large SUV/Pick-up,9.79
Peru,2016,Medium car,7.25
Peru,2016,Small SUV/Pick-up,8.83
Peru,2016,Van/LCV,10.01
Peru,2017,All vehicles,8.08
Peru,2017,City car,7.11
Peru,2017,Large car,7.56
Peru,2017,Large SUV/Pick-up,10.0
Peru,2017,Medium car,7.35
Peru,2017,Small SUV/Pick-up,8.63
Peru,2017,Van/LCV,9.81
Peru,2018,All vehicles,8.38
Peru,2018,City car,6.87
Peru,2018,Large car,9.03
Peru,2018,Large SUV/Pick-up,9.9
Peru,2018,Medium car,7.58
Peru,2018,Small SUV/Pick-up,9.06
Peru,2018,Van/LCV,9.96
Peru,2019,All vehicles,8.3
Peru,2019,City car,6.92
Peru,2019,Large car,9.02
Peru,2019,Large SUV/Pick-up,9.63
Peru,2019,Medium car,7.39
Peru,2019,Small SUV/Pick-up,8.98
Peru,2019,Van/LCV,9.66
Philippines,2012,All vehicles,9.06
Philippines,2012,City car,6.95
Philippines,2012,Large car,10.88
Philippines,2012,Large SUV/Pick-up,11.34
Philippines,2012,Medium car,6.71
Philippines,2012,Small SUV/Pick-up,8.71
Philippines,2012,Van/LCV,10.75
Philippines,2013,All vehicles,9.08
Philippines,2013,City car,6.8
Philippines,2013,Large car,10.45
Philippines,2013,Large SUV/Pick-up,11.19
Philippines,2013,Medium car,6.84
Philippines,2013,Small SUV/Pick-up,8.59
Philippines,2013,Van/LCV,11.11
Philippines,2014,All vehicles,8.84
Philippines,2014,City car,6.71
Philippines,2014,Large car,10.21
Philippines,2014,Large SUV/Pick-up,11.28
Philippines,2014,Medium car,7.15
Philippines,2014,Small SUV/Pick-up,8.74
Philippines,2014,Van/LCV,10.21
Philippines,2015,All vehicles,8.74
Philippines,2015,City car,6.73
Philippines,2015,Large car,9.75
Philippines,2015,Large SUV/Pick-up,11.05
Philippines,2015,Medium car,6.93
Philippines,2015,Small SUV/Pick-up,8.94
Philippines,2015,Van/LCV,9.97
Philippines,2016,All vehicles,8.28
Philippines,2016,City car,5.98
Philippines,2016,Large car,9.41
Philippines,2016,Large SUV/Pick-up,11.09
Philippines,2016,Medium car,5.58
Philippines,2016,Small SUV/Pick-up,8.17
Philippines,2016,Van/LCV,10.32
Philippines,2017,All vehicles,8.39
Philippines,2017,City car,6.06
Philippines,2017,Large car,9.63
Philippines,2017,Large SUV/Pick-up,11.09
Philippines,2017,Medium car,5.57
Philippines,2017,Small SUV/Pick-up,7.85
Philippines,2017,Van/LCV,10.53
Philippines,2018,All vehicles,8.12
Philippines,2018,City car,5.94
Philippines,2018,Large car,9.57
Philippines,2018,Large SUV/Pick-up,10.67
Philippines,2018,Medium car,6.11
Philippines,2018,Small SUV/Pick-up,7.48
Philippines,2018,Van/LCV,9.88
Philippines,2019,All vehicles,8.24
Philippines,2019,City car,5.9
Philippines,2019,Large car,9.67
Philippines,2019,Large SUV/Pick-up,10.68
Philippines,2019,Medium car,6.42
Philippines,2019,Small SUV/Pick-up,8.11
Philippines,2019,Van/LCV,9.77
Russia,2005,All vehicles,9.33
Russia,2005,City car,6.82
Russia,2005,Diesel,12.56
Russia,2005,Hybrid,4.95
Russia,2005,Large car,8.31
Russia,2005,Large SUV/Pick-up,11.74
Russia,2005,Medium car,9.25
Russia,2005,Petrol,9.11
Russia,2005,Small SUV/Pick-up,10.87
Russia,2005,Van/LCV,12.62
Russia,2008,All vehicles,8.97
Russia,2008,City car,7.14
Russia,2008,Diesel,11.4
Russia,2008,Electric,9.7
Russia,2008,Hybrid,6.38
Russia,2008,Large car,9.41
Russia,2008,Large SUV/Pick-up,12.46
Russia,2008,Medium car,8.62
Russia,2008,Petrol,8.72
Russia,2008,Small SUV/Pick-up,10.21
Russia,2008,Van/LCV,12.08
Russia,2010,All vehicles,8.97
Russia,2010,City car,7.25
Russia,2010,CNG,8.84
Russia,2010,Diesel,9.18
Russia,2010,Hybrid,8.39
Russia,2010,Large car,8.97
Russia,2010,Large SUV/Pick-up,11.78
Russia,2010,Medium car,8.55
Russia,2010,Petrol,8.96
Russia,2010,Small SUV/Pick-up,10.02
Russia,2010,Van/LCV,12.09
Russia,2011,All vehicles,8.78
Russia,2011,City car,7.21
Russia,2011,CNG,7.76
Russia,2011,Diesel,9.5
Russia,2011,Hybrid,6.88
Russia,2011,Large car,8.85
Russia,2011,Large SUV/Pick-up,11.64
Russia,2011,Medium car,8.31
Russia,2011,Petrol,8.73
Russia,2011,Small SUV/Pick-up,9.64
Russia,2011,Van/LCV,11.82
Russia,2012,All vehicles,8.63
Russia,2012,City car,7.68
Russia,2012,CNG,9.86
Russia,2012,Diesel,8.44
Russia,2012,Hybrid,7.06
Russia,2012,Large car,8.65
Russia,2012,Large SUV/Pick-up,11.86
Russia,2012,Medium car,8.06
Russia,2012,Petrol,8.65
Russia,2012,Small SUV/Pick-up,9.59
Russia,2012,Van/LCV,8.49
Russia,2013,All vehicles,8.59
Russia,2013,City car,7.71
Russia,2013,CNG,5.41
Russia,2013,Diesel,8.22
Russia,2013,Hybrid,7.05
Russia,2013,Large car,8.39
Russia,2013,Large SUV/Pick-up,11.63
Russia,2013,Medium car,7.98
Russia,2013,Petrol,8.62
Russia,2013,Small SUV/Pick-up,9.36
Russia,2013,Van/LCV,8.4
Russia,2014,All vehicles,8.49
Russia,2014,City car,7.61
Russia,2014,CNG,11.48
Russia,2014,Diesel,8.09
Russia,2014,Electric,1.34
Russia,2014,Hybrid,7.27
Russia,2014,Large car,8.33
Russia,2014,Large SUV/Pick-up,11.41
Russia,2014,Medium car,7.73
Russia,2014,Petrol,8.52
Russia,2014,Plug-in,1.9
Russia,2014,Small SUV/Pick-up,9.12
Russia,2014,Van/LCV,7.83
Russia,2015,All vehicles,8.43
Russia,2015,City car,7.61
Russia,2015,Diesel,7.89
Russia,2015,Electric,1.36
Russia,2015,Hybrid,6.7
Russia,2015,Large car,8.28
Russia,2015,Large SUV/Pick-up,11.26
Russia,2015,Medium car,7.68
Russia,2015,Petrol,8.48
Russia,2015,Plug-in,1.9
Russia,2015,Small SUV/Pick-up,9.16
Russia,2015,Van/LCV,7.99
Russia,2016,All vehicles,8.31
Russia,2016,City car,7.41
Russia,2016,Diesel,7.73
Russia,2016,Electric,1.56
Russia,2016,Hybrid,6.86
Russia,2016,Large car,8.09
Russia,2016,Large SUV/Pick-up,10.71
Russia,2016,Medium car,7.66
Russia,2016,Petrol,8.36
Russia,2016,Plug-in,2.99
Russia,2016,Small SUV/Pick-up,8.97
Russia,2016,Van/LCV,8.24
Russia,2017,All vehicles,8.23
Russia,2017,City car,7.46
Russia,2017,Diesel,7.41
Russia,2017,Electric,1.57
Russia,2017,Hybrid,5.71
Russia,2017,Large car,8.08
Russia,2017,Large SUV/Pick-up,10.28
Russia,2017,Medium car,7.63
Russia,2017,Petrol,8.3
Russia,2017,Plug-in,3.04
Russia,2017,Small SUV/Pick-up,8.79
Russia,2017,Van/LCV,8.15
Russia,2018,All vehicles,8.27
Russia,2018,City car,7.47
Russia,2018,Diesel,7.47
Russia,2018,Electric,2.6
Russia,2018,Hybrid,7.27
Russia,2018,Large car,8.29
Russia,2018,Large SUV/Pick-up,10.47
Russia,2018,Medium car,7.68
Russia,2018,Petrol,8.34
Russia,2018,Plug-in,3.09
Russia,2018,Small SUV/Pick-up,8.73
Russia,2018,Van/LCV,7.9
Russia,2019,All vehicles,8.27
Russia,2019,City car,7.54
Russia,2019,Diesel,7.26
Russia,2019,Electric,2.66
Russia,2019,Hybrid,6.34
Russia,2019,Large car,8.33
Russia,2019,Large SUV/Pick-up,10.44
Russia,2019,Medium car,7.69
Russia,2019,Petrol,8.36
Russia,2019,Plug-in,3.32
Russia,2019,Small SUV/Pick-up,8.65
Russia,2019,Van/LCV,7.57
South Africa,2005,All vehicles,8.8
South Africa,2005,City car,7.23
South Africa,2005,Diesel,6.83
South Africa,2005,Hybrid,4.95
South Africa,2005,Large car,8.84
South Africa,2005,Large SUV/Pick-up,10.98
South Africa,2005,Medium car,8.14
South Africa,2005,Petrol,8.28
South Africa,2005,Small SUV/Pick-up,8.95
South Africa,2005,Van/LCV,11.63
South Africa,2008,All vehicles,8.64
South Africa,2008,City car,6.95
South Africa,2008,Diesel,7.93
South Africa,2008,Hybrid,4.95
South Africa,2008,Large car,8.87
South Africa,2008,Large SUV/Pick-up,11.03
South Africa,2008,Medium car,8.24
South Africa,2008,Petrol,8.04
South Africa,2008,Small SUV/Pick-up,8.79
South Africa,2008,Van/LCV,8.92
South Africa,2010,All vehicles,8.55
South Africa,2010,City car,6.61
South Africa,2010,Diesel,9.51
South Africa,2010,Hybrid,6.02
South Africa,2010,Large car,8.49
South Africa,2010,Large SUV/Pick-up,11.01
South Africa,2010,Medium car,7.8
South Africa,2010,Petrol,8.26
South Africa,2010,Small SUV/Pick-up,8.76
South Africa,2010,Van/LCV,13.0
South Africa,2011,All vehicles,8.2
South Africa,2011,City car,6.43
South Africa,2011,Diesel,9.14
South Africa,2011,Hybrid,5.5
South Africa,2011,Large car,8.14
South Africa,2011,Large SUV/Pick-up,10.89
South Africa,2011,Medium car,7.69
South Africa,2011,Petrol,7.9
South Africa,2011,Small SUV/Pick-up,8.68
South Africa,2011,Van/LCV,12.83
South Africa,2012,All vehicles,7.87
South Africa,2012,City car,6.45
South Africa,2012,Diesel,8.55
South Africa,2012,Hybrid,5.59
South Africa,2012,Large car,7.42
South Africa,2012,Large SUV/Pick-up,10.06
South Africa,2012,Medium car,7.42
South Africa,2012,Petrol,7.67
South Africa,2012,Small SUV/Pick-up,8.66
South Africa,2012,Van/LCV,10.88
South Africa,2013,All vehicles,7.71
South Africa,2013,City car,6.37
South Africa,2013,Diesel,8.42
South Africa,2013,Electric,2.01
South Africa,2013,Hybrid,7.2
South Africa,2013,Large car,7.22
South Africa,2013,Large SUV/Pick-up,9.86
South Africa,2013,Medium car,7.05
South Africa,2013,Petrol,7.46
South Africa,2013,Small SUV/Pick-up,8.4
South Africa,2013,Van/LCV,10.56
South Africa,2014,All vehicles,7.61
South Africa,2014,City car,6.36
South Africa,2014,Diesel,8.03
South Africa,2014,Electric,1.61
South Africa,2014,Hybrid,5.65
South Africa,2014,Large car,6.81
South Africa,2014,Large SUV/Pick-up,9.23
South Africa,2014,Medium car,6.87
South Africa,2014,Petrol,7.44
South Africa,2014,Small SUV/Pick-up,8.06
South Africa,2014,Van/LCV,11.0
South Africa,2015,All vehicles,7.49
South Africa,2015,City car,6.24
South Africa,2015,Diesel,7.95
South Africa,2015,Electric,1.35
South Africa,2015,Hybrid,5.51
South Africa,2015,Large car,6.67
South Africa,2015,Large SUV/Pick-up,9.13
South Africa,2015,Medium car,6.8
South Africa,2015,Petrol,7.28
South Africa,2015,Small SUV/Pick-up,7.69
South Africa,2015,Van/LCV,10.77
South Africa,2016,All vehicles,7.39
South Africa,2016,City car,6.19
South Africa,2016,Diesel,7.99
South Africa,2016,Electric,1.61
South Africa,2016,Hybrid,5.21
South Africa,2016,Large car,6.73
South Africa,2016,Large SUV/Pick-up,8.86
South Africa,2016,Medium car,6.69
South Africa,2016,Petrol,7.13
South Africa,2016,Small SUV/Pick-up,7.53
South Africa,2016,Van/LCV,10.44
South Africa,2017,All vehicles,7.4
South Africa,2017,City car,6.1
South Africa,2017,Diesel,8.03
South Africa,2017,Electric,1.58
South Africa,2017,Hybrid,4.81
South Africa,2017,Large car,6.79
South Africa,2017,Large SUV/Pick-up,8.85
South Africa,2017,Medium car,6.73
South Africa,2017,Petrol,7.12
South Africa,2017,Small SUV/Pick-up,7.53
South Africa,2017,Van/LCV,10.55
South Africa,2018,All vehicles,7.35
South Africa,2018,City car,6.01
South Africa,2018,Diesel,7.93
South Africa,2018,Electric,2.08
South Africa,2018,Hybrid,4.9
South Africa,2018,Large car,7.19
South Africa,2018,Large SUV/Pick-up,8.57
South Africa,2018,Medium car,7.1
South Africa,2018,Petrol,7.06
South Africa,2018,Small SUV/Pick-up,7.54
South Africa,2018,Van/LCV,10.92
South Africa,2019,All vehicles,7.35
South Africa,2019,City car,6.06
South Africa,2019,Diesel,7.96
South Africa,2019,Electric,2.01
South Africa,2019,Hybrid,5.17
South Africa,2019,Large car,7.3
South Africa,2019,Large SUV/Pick-up,8.61
South Africa,2019,Medium car,7.06
South Africa,2019,Petrol,7.08
South Africa,2019,Small SUV/Pick-up,7.48
South Africa,2019,Van/LCV,10.76
South Korea,2005,All vehicles,8.08
South Korea,2005,City car,6.04
South Korea,2005,Diesel,8.01
South Korea,2005,Large car,8.74
South Korea,2005,Large SUV/Pick-up,10.03
South Korea,2005,LPG,8.25
South Korea,2005,Medium car,7.67
South Korea,2005,Petrol,8.17
South Korea,2005,Small SUV/Pick-up,7.97
South Korea,2005,Van/LCV,7.51
South Korea,2008,All vehicles,7.77
South Korea,2008,City car,5.5
South Korea,2008,Diesel,7.93
South Korea,2008,Hybrid,7.61
South Korea,2008,Large car,8.55
South Korea,2008,Large SUV/Pick-up,8.33
South Korea,2008,LPG,8.11
South Korea,2008,Medium car,7.57
South Korea,2008,Petrol,7.64
South Korea,2008,Small SUV/Pick-up,8.21
South Korea,2008,Van/LCV,7.46
South Korea,2010,All vehicles,7.26
South Korea,2010,City car,4.98
South Korea,2010,Diesel,7.03
South Korea,2010,Hybrid,5.17
South Korea,2010,Large car,8.02
South Korea,2010,Large SUV/Pick-up,8.45
South Korea,2010,LPG,7.79
South Korea,2010,Medium car,6.66
South Korea,2010,Petrol,7.21
South Korea,2010,Small SUV/Pick-up,6.87
South Korea,2010,Van/LCV,7.45
South Korea,2011,All vehicles,7.17
South Korea,2011,Diesel,6.93
South Korea,2011,Hybrid,9.77
South Korea,2011,Large car,7.67
South Korea,2011,LPG,7.56
South Korea,2011,Petrol,7.12
South Korea,2011,Small SUV/Pick-up,6.66
South Korea,2011,Van/LCV,7.46
South Korea,2012,All vehicles,6.28
South Korea,2012,City car,4.59
South Korea,2012,Diesel,6.29
South Korea,2012,Hybrid,5.31
South Korea,2012,Large car,6.72
South Korea,2012,Large SUV/Pick-up,6.11
South Korea,2012,LPG,6.25
South Korea,2012,Medium car,5.69
South Korea,2012,Petrol,6.2
South Korea,2012,Small SUV/Pick-up,6.27
South Korea,2012,Van/LCV,7.49
South Korea,2013,All vehicles,6.26
South Korea,2013,City car,4.61
South Korea,2013,Diesel,6.36
South Korea,2013,Electric,6.04
South Korea,2013,Hybrid,5.36
South Korea,2013,Large car,6.68
South Korea,2013,Large SUV/Pick-up,6.18
South Korea,2013,LPG,6.2
South Korea,2013,Medium car,5.31
South Korea,2013,Petrol,6.1
South Korea,2013,Small SUV/Pick-up,6.37
South Korea,2013,Van/LCV,7.45
South Korea,2014,All vehicles,6.37
South Korea,2014,City car,4.46
South Korea,2014,Diesel,6.47
South Korea,2014,Electric,1.48
South Korea,2014,Hybrid,5.78
South Korea,2014,Hydrogen,4.76
